"X,Y,fid,id,left,top,right,bottom,row_index,col_index,lon,lat"
"99.0752309951573,18.7558764659038,199,265,507829.5313,2073917.75,508029.5313,2073717.75,16,8,99.0752309951573,18.7558764659038"
"99.0752301941084,18.7540688827354,200,266,507829.5313,2073717.75,508029.5313,2073517.75,17,8,99.0752301941084,18.7540688827354"
"99.075229393151,18.752261299218,201,267,507829.5313,2073517.75,508029.5313,2073317.75,18,8,99.075229393151,18.752261299218"
"99.075228592285,18.7504537153518,202,268,507829.5313,2073317.75,508029.5313,2073117.75,19,8,99.075228592285,18.7504537153518"
"99.0752277915106,18.7486461311366,203,269,507829.5313,2073117.75,508029.5313,2072917.75,20,8,99.0752277915106,18.7486461311366"
"99.0752269908276,18.7468385465726,204,270,507829.5313,2072917.75,508029.5313,2072717.75,21,8,99.0752269908276,18.7468385465726"
"99.0752261902361,18.7450309616598,205,271,507829.5313,2072717.75,508029.5313,2072517.75,22,8,99.0752261902361,18.7450309616598"
"99.075225389736,18.7432233763982,206,272,507829.5313,2072517.75,508029.5313,2072317.75,23,8,99.075225389736,18.7432233763982"
"99.0752245893274,18.7414157907878,207,273,507829.5313,2072317.75,508029.5313,2072117.75,24,8,99.0752245893274,18.7414157907878"
"99.0752237890102,18.7396082048287,208,274,507829.5313,2072117.75,508029.5313,2071917.75,25,8,99.0752237890102,18.7396082048287"
"99.0752229887845,18.7378006185208,209,275,507829.5313,2071917.75,508029.5313,2071717.75,26,8,99.0752229887845,18.7378006185208"
